"rain_lag","temp_lag","log_kappa","b0","bR","bT","bT2","logit_rho","log_lambda","logit_E0f","logit_I0f","kappa","rho","lambda","E0f","I0f","r_train","r_test","temp_mu","temp_std","rain_mu","rain_std"
7,6,4.83814333488657,-5.04916667713909,0.189788301619902,1.98975282269975,-1.16719820006661,-1.41430134335384,1.60938575650022,-8.21712242573476,-5.6548015219039,126.234758344907,0.195556507932739,4.99973922713106,2.69917991534345e-06,3.4884558984264e-05,0.65778381611172,0.522007801107296,21.9214789377289,8.00900901255973,40.5455769230769,26.8659115950347
